etf_code,date,datetime,minute_idx,fwd_ret_1m,horizon_min,pred_ret,pred_dir,confidence,signed_ret_bps,net_signed_ret_bps,fwd_ret_2m,fwd_ret_3m,fwd_ret_4m,fwd_ret_5m,breadth_diff_1,ret_oc,gap_abs,open30_flip_rate,open30_abs_bdiff_mean,open30_trendness,pred_sign,breadth_sign,breadth_align,conf_q,shock_q,flip_q,bdiff_q,trend_min,gap_q,conf_thr,shock_thr,flip_thr,bdiff_thr,gap_thr
510300.XSHG,2023-11-27,2023-11-27 14:54:00,233,,5,0.0014833987865151292,1.0,0.0015496386733572234,27.894020875785923,21.894020875785923,,,,0.0027894020875785922,633.0,-0.0027894020875785254,0.09572108155204004,0.5666666666666667,894.6551724137931,1.0,1.0,1.0,True,0.99,0.9,0.7,1.0,0.0,0.0,0.0012860265931123685,1704.5,0.6333333333333333,1917.448275862069,
510300.XSHG,2023-11-29,2023-11-29 11:27:00,116,,5,0.001294977854250492,1.0,0.0013552349969067057,28.050509276084604,22.050509276084604,,,,0.0028050509276084604,252.0,-0.0028050509276086096,0.06096192407731168,0.5666666666666667,1290.8620689655172,1.0,1.0,1.0,True,0.99,0.9,1.0,0.9,0.2,0.0,0.0012889690696397773,1671.2000000000003,0.8,1514.3103448275863,
510300.XSHG,2023-11-29,2023-11-29 14:10:00,189,,5,0.0015266417417145312,1.0,0.001597678531195897,0.0,-6.0,,,,0.0,429.0,-0.0028129413766147236,0.21694401793634707,0.5666666666666667,1290.8620689655172,1.0,1.0,1.0,True,0.99,0.9,1.0,0.9,0.2,0.0,0.0012889690696397773,1671.2000000000003,0.8,1514.3103448275863,
510300.XSHG,2023-12-06,2023-12-06 11:01:00,90,,5,0.001374884635579733,1.0,0.0014373420413425458,0.0,-6.0,,,,0.0,423.0,-0.002877699827615058,0.07624512705027438,0.5666666666666667,1642.2413793103449,9.22125952287479e-15,1.0,1.0,True,0.99,0.9,0.7,1.0,0.0,0.0,0.0012969174055743455,1748.8999999999999,0.6333333333333333,1917.448275862069,
510300.XSHG,2023-12-06,2023-12-06 11:29:00,118,,5,0.0013324659651040927,1.0,0.00139299640183601,0.0,-6.0,,,,0.0,328.0,-0.0028860048891349867,0.02071745695193504,0.5666666666666667,1642.2413793103449,9.22125952287479e-15,1.0,1.0,True,0.99,0.9,0.7,1.0,0.0,0.0,0.0012969174055743455,1748.8999999999999,0.6333333333333333,1917.448275862069,
510300.XSHG,2023-12-07,2023-12-07 10:45:00,74,,5,0.0013253822411897042,1.0,0.0013856911661054806,0.0,-6.0,,,,0.0,711.0,-0.0029027596579614626,0.10331281862685364,0.5666666666666667,1079.103448275862,0.3339777679400575,1.0,1.0,True,0.99,0.9,0.7,0.9,0.0,0.0,0.0012997346186074876,1737.8000000000004,0.6333333333333333,1550.5724137931034,
510300.XSHG,2023-12-12,2023-12-12 10:46:00,75,,5,0.0013425622734414007,1.0,0.0014044771643391394,28.694424279529606,22.694424279529606,,,,0.0028694424279529607,482.0,-0.0028694424279529316,0.015256386981629691,0.6333333333333333,1010.9655172413793,1.0,1.0,1.0,True,0.99,0.9,0.7,1.0,0.1,0.0,0.001307850307143396,1762.6000000000001,0.6366666666666666,1917.448275862069,
510300.XSHG,2023-12-12,2023-12-12 13:29:00,148,,5,0.001322064975536365,1.0,0.0013830345933629072,0.0,-6.0,,,,0.0,46.0,-0.0028694424279529316,0.07617106091455592,0.6333333333333333,1010.9655172413793,1.0,1.0,1.0,True,0.99,0.9,0.7,1.0,0.1,0.0,0.001307850307143396,1762.6000000000001,0.6366666666666666,1917.448275862069,
510300.XSHG,2023-12-15,2023-12-15 10:33:00,62,,5,0.001341025114926581,1.0,0.001403262285130797,28.94358026364335,22.94358026364335,,,,0.0028943580263643353,182.0,-0.0028943580263644146,0.01409718821504366,0.43333333333333335,1133.5172413793102,0.1428571428571457,1.0,1.0,True,0.99,0.9,0.7,1.0,0.1,0.0,0.0013137199920325868,1788.0,0.6333333333333333,1917.448275862069,
510300.XSHG,2023-12-15,2023-12-15 11:28:00,117,,5,0.0013393655759917854,1.0,0.0014015257267531915,-29.1121020745833,-35.112102074583305,,,,-0.00291121020745833,53.0,-0.0029027596579614626,0.01891327807788759,0.43333333333333335,1133.5172413793102,0.1428571428571457,1.0,1.0,True,0.99,0.9,0.7,1.0,0.1,0.0,0.0013137199920325868,1788.0,0.6333333333333333,1917.448275862069,
510300.XSHG,2023-12-15,2023-12-15 13:02:00,121,,5,0.0012556521900811998,1.0,0.0013139271904533281,0.0,-6.0,,,,0.0,518.0,-0.00291121020745833,0.250233443880592,0.43333333333333335,1133.5172413793102,0.1428571428571457,1.0,1.0,True,0.99,0.9,0.7,1.0,0.1,0.0,0.0013137199920325868,1788.0,0.6333333333333333,1917.448275862069,
510300.XSHG,2023-12-15,2023-12-15 13:13:00,132,,5,0.001291509667192173,1.0,0.0013514488182809503,29.19710103334846,23.19710103334846,,,,0.002919710103334846,216.0,-0.0029197101033348618,0.1751463276325142,0.43333333333333335,1133.5172413793102,0.1428571428571457,1.0,1.0,True,0.99,0.9,0.7,1.0,0.1,0.0,0.0013137199920325868,1788.0,0.6333333333333333,1917.448275862069,
510300.XSHG,2023-12-15,2023-12-15 13:16:00,135,,5,0.0014017756468565703,1.0,0.0014668322580642683,0.0,-6.0,,,,0.0,325.0,-0.0029197101033348618,0.009069283607356962,0.43333333333333335,1133.5172413793102,0.1428571428571457,1.0,1.0,True,0.99,0.9,0.7,1.0,0.1,0.0,0.0013137199920325868,1788.0,0.6333333333333333,1917.448275862069,
510300.XSHG,2023-12-15,2023-12-15 14:00:00,179,,5,0.0013600487686153716,1.0,0.0014231688293481516,29.282597790883596,23.282597790883596,,,,0.0029282597790883597,322.0,-0.002928259779088334,0.10281073393160349,0.43333333333333335,1133.5172413793102,0.1428571428571457,1.0,1.0,True,0.99,0.9,0.7,1.0,0.1,0.0,0.0013137199920325868,1788.0,0.6333333333333333,1917.448275862069,
510300.XSHG,2023-12-18,2023-12-18 10:43:00,72,,5,0.0014281501857629378,1.0,0.0014941377915430798,29.282597790883596,23.282597790883596,,,,0.0029282597790883597,539.0,-0.002928259779088334,0.08860324504141885,0.6333333333333333,1077.0689655172414,0.16711578528686005,1.0,1.0,True,0.99,0.9,1.0,0.9,0.1,0.3,0.0013165986716354686,1822.8000000000002,0.8,1490.696551724138,0.04678700789141836
510300.XSHG,2023-12-26,2023-12-26 10:47:00,76,,5,0.0013258793019278934,1.0,0.0013874665091257723,0.0,-6.0,,,,0.0,1049.0,-0.002945510229756803,0.10072619603374211,0.6333333333333333,1481.103448275862,0.2000000000000195,1.0,1.0,True,0.99,0.9,1.0,0.9,0.1,0.3,0.001336465835233934,2006.8000000000004,0.8,1609.0551724137931,0.04703360676763458
510300.XSHG,2023-12-26,2023-12-26 14:40:00,219,,5,0.001421180814643295,1.0,0.0014871947852738187,0.0,-6.0,,,,0.0,397.0,-0.002945510229756803,0.08344757832315895,0.6333333333333333,1481.103448275862,0.2000000000000195,1.0,1.0,True,0.99,0.9,1.0,0.9,0.1,0.3,0.001336465835233934,2006.8000000000004,0.8,1609.0551724137931,0.04703360676763458
