date,conf_q,shock_q,flip_q,bdiff_q,trend_min,gap_q,conf_thr,shock_thr,flip_thr,bdiff_thr,gap_thr,test_n_preds
2024-05-22,0.99,0.9,0.7,0.9,0.1,0.5,0.0014548484355243019,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-05-23,0.99,0.9,0.7,0.9,0.1,0.5,0.0014548484355243019,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-05-24,0.99,0.9,0.7,0.9,0.1,0.5,0.0014548484355243019,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-05-27,0.99,0.9,0.7,0.9,0.1,0.5,0.0014548484355243019,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-05-28,0.99,0.9,0.7,0.9,0.1,0.5,0.0014537850984616375,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-05-29,0.99,0.9,0.7,0.9,0.1,0.5,0.0014537850984616375,1799.6000000000001,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-05-30,0.99,0.9,0.7,0.9,0.1,0.5,0.001452651570976448,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-05-31,0.99,0.9,0.7,0.9,0.1,0.5,0.001452624153697498,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-06-03,0.99,0.9,0.7,0.9,0.1,0.5,0.0014523232217915727,1811.1999999999998,0.6666666666666666,2903.9310344827586,0.11083163275593821,0
2024-06-04,0.99,0.9,0.7,0.9,0.1,0.5,0.0014522391832443142,1805.4000000000003,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-06-05,0.99,0.9,0.7,0.9,0.1,0.5,0.001451971848972879,1718.0000000000005,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-06-06,0.99,0.9,0.7,0.9,0.1,0.5,0.001451971848972879,1718.0000000000005,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-06-07,0.99,0.9,0.7,0.9,0.1,0.5,0.0014520748343250386,1727.9999999999998,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-06-11,0.99,0.9,0.7,0.9,0.1,0.5,0.0014505960803394605,1698.0000000000002,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-06-12,0.99,0.9,0.7,0.9,0.1,0.5,0.001450979310347693,1708.0000000000002,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-06-13,0.99,0.9,0.7,0.9,0.1,0.5,0.0014504729174500527,1698.0000000000002,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-06-14,0.99,0.9,0.7,0.9,0.1,0.5,0.0014496009801064523,1698.0000000000002,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-06-17,0.99,0.9,0.7,0.9,0.1,0.5,0.0014496009801064523,1683.2,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-06-18,0.99,0.9,0.7,0.9,0.1,0.5,0.0014505960803394605,1683.2,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-06-19,0.99,0.9,0.7,0.9,0.1,0.5,0.0014504729174500527,1667.3000000000002,0.6666666666666666,2903.9310344827586,0.11301457078169644,0
2024-06-20,0.99,0.9,0.7,0.9,0.1,0.5,0.0014484364171796422,1618.0,0.6666666666666666,2903.9310344827586,0.12068797870609825,0
2024-06-21,0.99,0.9,0.7,0.9,0.1,0.5,0.0014478489039001414,1626.6000000000001,0.6666666666666666,2903.9310344827586,0.12836138663050006,0
2024-06-24,0.99,0.9,0.7,0.9,0.1,0.5,0.0014472120558261471,1635.2000000000003,0.6666666666666666,2903.9310344827586,0.12068797870609825,0
2024-06-25,0.99,0.9,0.7,0.9,0.1,0.5,0.0014472120558261471,1643.8000000000004,0.6666666666666666,2903.9310344827586,0.12068797870609825,0
2024-06-26,0.99,0.9,0.7,0.9,0.1,0.5,0.0014460390907600673,1635.2000000000003,0.6666666666666666,2903.9310344827586,0.12836138663050006,0
2024-06-27,0.99,0.9,0.7,0.9,0.1,0.5,0.0014460390907600673,1635.2000000000003,0.6666666666666666,2903.9310344827586,0.12836138663050006,0
2024-06-28,0.99,0.9,0.7,0.9,0.1,0.5,0.0014460390907600673,1635.2000000000003,0.6666666666666666,2903.9310344827586,0.12836138663050006,0
2024-07-01,0.99,0.9,0.7,0.9,0.1,0.5,0.0014459457681891014,1643.8000000000004,0.6666666666666666,2903.9310344827586,0.15075667939344348,0
2024-07-02,0.99,0.9,0.7,0.9,0.1,0.5,0.0014460390907600673,1643.8000000000004,0.6666666666666666,2903.9310344827586,0.15075667939344348,0
2024-07-03,0.99,0.9,0.7,0.9,0.1,0.5,0.00144593631618004,1643.8000000000004,0.6666666666666666,2903.9310344827586,0.15075667939344348,0
2024-07-04,0.99,0.9,0.7,0.9,0.1,0.5,0.0014459457681891014,1643.8000000000004,0.6666666666666666,2903.9310344827586,0.15075667939344348,0
2024-07-05,0.99,0.9,0.7,0.9,0.1,0.5,0.00144593631618004,1643.8000000000004,0.6666666666666666,2903.9310344827586,0.15075667939344348,0
2024-07-08,0.99,0.9,0.7,0.9,0.1,0.5,0.00144530280777494,1635.2000000000003,0.6666666666666666,2903.9310344827586,0.1731519721563869,0
2024-07-09,0.99,0.9,0.7,0.9,0.1,0.5,0.00144530280777494,1673.6000000000001,0.6666666666666666,2903.9310344827586,0.1942127862129801,0
2024-07-10,0.99,0.9,0.7,0.9,0.1,0.5,0.0014447950887213044,1671.5,0.6666666666666666,2903.9310344827586,0.2152736002695733,0
2024-07-11,0.99,0.9,0.7,0.9,0.1,0.5,0.0014425750333824227,1626.6000000000001,0.6666666666666666,2903.9310344827586,0.2152736002695733,0
2024-07-12,0.99,0.9,0.7,0.9,0.1,0.5,0.001441656866715783,1643.8000000000004,0.6666666666666666,2903.9310344827586,0.21933046576924198,0
2024-07-15,0.99,0.9,0.7,0.9,0.1,0.5,0.0014413060706993878,1643.8000000000004,0.6666666666666666,2903.9310344827586,0.22402801257377775,0
